stop_id,MSOA11CD,MSOA11NM,stop_name,geometry
490014117N,E02000821,Southwark 015,Waite Street,POINT (-0.074192 51.48479)
490014117S,E02000821,Southwark 015,Waite Street,POINT (-0.074027 51.48394)
490003143E,E02000821,Southwark 015,Albany Road  Wells Way,POINT (-0.085263 51.48424)
490003274N,E02000821,Southwark 015,Alsace Road,POINT (-0.084891 51.48727)
490003274S,E02000821,Southwark 015,Alsace Road,POINT (-0.084453 51.48706)
490005547W,E02000821,Southwark 015,Congreve Street,POINT (-0.081702 51.49049)
490013658W,E02000821,Southwark 015,East Street  Thurlow Street,POINT (-0.085531 51.48951)
490006632N,E02000317,Greenwich 005,Erwood Road,POINT (0.049584 51.48531)
490006632W,E02000317,Greenwich 005,Erwood Road,POINT (0.049532 51.48512)
490006981E,E02000317,Greenwich 005,Artillery Place  Frances Street,POINT (0.057401 51.48746)
490011247DC,E02000317,Greenwich 005,Prospect Vale,POINT (0.051012 51.49209)
490014247W,E02000317,Greenwich 005,Warspite Road,POINT (0.046833 51.4924)
490001345A,E02000317,Greenwich 005,Woolwich Dockyard,POINT (0.05254 51.49116)
490001345B,E02000317,Greenwich 005,Woolwich Dockyard,POINT (0.052908 51.49036)
490008846E,E02000317,Greenwich 005,Kinveachy Gardens,POINT (0.044368 51.48784)
490008846W,E02000317,Greenwich 005,Kinveachy Gardens,POINT (0.044317 51.48766)
490010044E,E02000317,Greenwich 005,Morris Walk Estate,POINT (0.047895 51.4907)
490010044W,E02000317,Greenwich 005,Morris Walk Estate,POINT (0.048597 51.49061)
490011152E,E02000317,Greenwich 005,Pound Park Road,POINT (0.042524 51.48718)
490011475N,E02000317,Greenwich 005,Red Barracks Road,POINT (0.054142 51.48898)
490011475S,E02000317,Greenwich 005,Red Barracks Road,POINT (0.054392 51.48908)
490011886W,E02000317,Greenwich 005,Samuel Street,POINT (0.051481 51.49162)
490012951S2,E02000317,Greenwich 005,St Thomas Church,POINT (0.047258 51.48933)
490006981W,E02000327,Greenwich 015,Artillery Place  Frances Street,POINT (0.057658 51.48739)
490008574X,E02000327,Greenwich 015,Artillery Place J ohn Wilson St,POINT (0.061453 51.48787)
490005370S,E02000327,Greenwich 015,Claydown Mews,POINT (0.065148 51.48644)
490007601S,E02000327,Greenwich 015,Gunner Lane,POINT (0.062732 51.4843)
490010145N,E02000327,Greenwich 015,Naafi Messing Store,POINT (0.062984 51.48638)
490010273N,E02000327,Greenwich 015,Gunner Lane,POINT (0.062012 51.48301)
490010273S,E02000327,Greenwich 015,Nightingale Place,POINT (0.061379 51.48145)
490011762N,E02000327,Greenwich 015,Royal Garrison Church,POINT (0.05659 51.47551)
490011762S,E02000327,Greenwich 015,Royal Garrison Church,POINT (0.056423 51.47469)
490012108N,E02000327,Greenwich 015,Academy Rd  Shooters Hill Rd,POINT (0.055064 51.47201)
490014925S,E02000327,Greenwich 015,Woolwich Common Shooters Hill,POINT (0.058386 51.47798)
490015336N,E02000327,Greenwich 015,Ha Ha Road,POINT (0.060429 51.48048)
490004460E,E02000327,Greenwich 015,Shooters Hill Road Baker Road,POINT (0.049059 51.47231)
490011486E,E02000327,Greenwich 015,Red Lion Lane,POINT (0.057813 51.4707)
490012108E,E02000327,Greenwich 015,Shooters Hill Rd Well Hall Rd,POINT (0.052401 51.4717)
490007640E,E02000327,Greenwich 015,Ha Ha Road  Repository Road,POINT (0.054588 51.48064)
490010273W,E02000327,Greenwich 015,Ha Ha Road  Grand Depot Road,POINT (0.060806 51.48214)
490011307H3,E02000327,Greenwich 015,Queen Elizabeth Hospital  West Entrance,POINT (0.050677 51.47691)
490011309H1,E02000327,Greenwich 015,Queen Elizabeth Hospital  Main Entrance,POINT (0.051729 51.47823)
490011309H2,E02000327,Greenwich 015,Queen Elizabeth Hospital  Main Entrance,POINT (0.052208 51.47863)
490011309Z,E02000327,Greenwich 015,Queen Elizabeth Hospital  West Entrance,POINT (0.050114 51.47626)
490003243N,E02000327,Greenwich 015,All Saints Church (SE18),POINT (0.066069 51.47813)
490010581N,E02000327,Greenwich 015,Old Royal Military Academy,POINT (0.059887 51.47709)
490014643N,E02000327,Greenwich 015,Whitworth Road,POINT (0.064332 51.4773)
490014925S1,E02000327,Greenwich 015,Old Royal Military Academy,POINT (0.060221 51.47685)
490006981N,E02000327,Greenwich 015,Repository Road  Artillery Place,POINT (0.057011 51.48648)
490006981S,E02000327,Greenwich 015,Repository Road  Artillery Place,POINT (0.057155 51.48648)
490011307S,E02000327,Greenwich 015,Queen Elizabeth Hospital  West Entrance,POINT (0.051105 51.47684)
490014926E,E02000327,Greenwich 015,Woolwich Common,POINT (0.062999 51.48254)
490014926W,E02000327,Greenwich 015,Woolwich Common  Ha Ha Road,POINT (0.06338 51.48237)
490007512T,E02000661,Lewisham 009,Greenwich Park,POINT (0.003595 51.47219)
490004257E,E02000661,Lewisham 009,Brandram Road,POINT (0.002743 51.45865)
490005918E,E02000661,Lewisham 009,Dacre Park,POINT (0.006488 51.45872)
490008924E,E02000661,Lewisham 009,Lampmead Road,POINT (0.009193 51.45704)
490009568E,E02000661,Lewisham 009,Manor Park,POINT (-0.001512 51.4588)
490001029B,E02000661,Lewisham 009,Blackheath,POINT (0.00907 51.46539)
490004066A,E02000661,Lewisham 009,Blackheath Hospital,POINT (0.006334 51.46373)
490004066B,E02000661,Lewisham 009,Blackheath Hospital,POINT (0.006963 51.46396)
490010003K,E02000661,Lewisham 009,Montpelier Row,POINT (0.009693 51.46909)
490010003L,E02000661,Lewisham 009,Montpelier Row,POINT (0.010912 51.46995)
490011771G,E02000661,Lewisham 009,Royal Parade (SE3),POINT (0.007586 51.46767)
490012711N,E02000661,Lewisham 009,St Germans Place,POINT (0.013694 51.4723)
490012711S,E02000661,Lewisham 009,St Germans Place,POINT (0.014696 51.47284)
490001029C,E02000661,Lewisham 009,Blackheath,POINT (0.008987 51.46513)
490013290H,E02000661,Lewisham 009,The Clarendon Hotel,POINT (0.009015 51.46905)
490013300J,E02000661,Lewisham 009,The Clarendon Hotel,POINT (0.009153 51.46923)
490011771E,E02000661,Lewisham 009,Royal Parade (SE3),POINT (0.007129 51.46742)
490009599N,E02000661,Lewisham 009,Manor Way (SE3),POINT (0.009938 51.45927)
490009599S,E02000661,Lewisham 009,Manor Way (SE3),POINT (0.010195 51.45888)
490013771W,E02000661,Lewisham 009,Tranquil Vale,POINT (0.007257 51.46671)
490009115W,E02000659,Lewisham 007,Lewisham Road,POINT (-0.013859 51.47249)
490014311W,E02000659,Lewisham 007,Wat Tyler Road,POINT (-0.007333 51.47255)
490009239K,E02000659,Lewisham 007,Lockmead Road,POINT (-0.008405 51.46283)
490009239L,E02000659,Lewisham 007,Lockmead Road,POINT (-0.008029 51.46285)
490012772E,E02000659,Lewisham 007,St Margaret's Church  Brandram Road,POINT (-0.000046 51.46301)
490012772W,E02000659,Lewisham 007,St Margaret's Church  Brandram Road,POINT (0.000937 51.46312)
490013561E,E02000659,Lewisham 007,The Squirrels,POINT (-0.004358 51.46286)
490013561W,E02000659,Lewisham 007,The Squirrels,POINT (-0.003517 51.46266)
490004068N,E02000659,Lewisham 007,Blackheath Rise,POINT (-0.012031 51.46783)
490004068S,E02000659,Lewisham 007,Blackheath Rise,POINT (-0.01171 51.4676)
490010022D,E02000659,Lewisham 007,Morden Hill,POINT (-0.013196 51.46917)
490012371S,E02000659,Lewisham 007,Sparta Street,POINT (-0.014851 51.47152)
490011072W,E02000329,Greenwich 017,Plumstead Common Road,POINT (0.084134 51.48016)
490011073W,E02000329,Greenwich 017,Plumstead Common  The Ship,POINT (0.081174 51.48062)
490013375S,E02000329,Greenwich 017,Combeside,POINT (0.095386 51.47365)
490013627N,E02000329,Greenwich 017,Thornhill Avenue,POINT (0.0936 51.47647)
490013627S,E02000329,Greenwich 017,Thornhill Avenue,POINT (0.093864 51.47593)
490010701E,E02000329,Greenwich 017,Oxleas Wood  Woodlands Farm,POINT (0.078637 51.46728)
490010701W,E02000329,Greenwich 017,Oxleas Wood  Woodlands Farm,POINT (0.079107 51.46716)
490014365S,E02000329,Greenwich 017,Rochester Way  Welling Way,POINT (0.075006 51.46213)
490014365E,E02000329,Greenwich 017,Welling Way  Rochester Way,POINT (0.076239 51.46203)
490003593N,E02000329,Greenwich 017,Barden Street,POINT (0.089368 51.47683)
490006244N,E02000329,Greenwich 017,Duncroft,POINT (0.087867 51.47549)
490006874N,E02000329,Greenwich 017,Flaxton Road  Voce Road,POINT (0.085931 51.47345)
490007118S,E02000329,Greenwich 017,Garland Road Clinic,POINT (0.086527 51.47864)
490008163S,E02000329,Greenwich 017,High Grove  Voce Road,POINT (0.083496 51.47406)
490008935S,E02000329,Greenwich 017,Landstead Road,POINT (0.08501 51.47662)
490013677W,E02000329,Greenwich 017,Timbercroft Lane  Pegwell St.,POINT (0.087607 51.4783)
490014221S,E02000329,Greenwich 017,Warland Road,POINT (0.083624 51.47497)
490014075E,E02000326,Greenwich 014,Charlton Road  Victoria Way,POINT (0.032963 51.47981)
490014075W,E02000326,Greenwich 014,Charlton Road  Victoria Way,POINT (0.030905 51.47952)
4.90E+09,E02000326,Greenwich 014,Wyndcliff Road,POINT (0.027059 51.47952)
490014978W1,E02000326,Greenwich 014,Wyndcliff Road,POINT (0.025672 51.47942)
490004253N,E02000326,Greenwich 014,Bramshot Avenue,POINT (0.022544 51.48064)
490004253S,E02000326,Greenwich 014,Bramshot Avenue,POINT (0.02277 51.48153)
490005008N,E02000326,Greenwich 014,Sundorne RoadWellington Gdns,POINT (0.032062 51.48548)
490006492N,E02000326,Greenwich 014,Elliscombe Road,POINT (0.030882 51.48419)
490010146N,E02000326,Greenwich 014,Nadine Street,POINT (0.033074 51.48491)
490010146S,E02000326,Greenwich 014,Nadine Street,POINT (0.033488 51.4845)
490013012S,E02000326,Greenwich 014,Sundorne Road,POINT (0.030591 51.4851)
490015226S,E02000326,Greenwich 014,Victoria Way,POINT (0.029398 51.48353)
490015226W,E02000326,Greenwich 014,Victoria Way,POINT (0.027944 51.48355)
490015481E,E02000326,Greenwich 014,Wyndcliff RdEastcombe Avenue,POINT (0.024375 51.4833)
490015481W,E02000326,Greenwich 014,Wyndcliff RdEastcombe Avenue,POINT (0.024506 51.48332)
490000021W,E02000810,Southwark 004,Bermondsey,POINT (-0.064773 51.49805)
490003034E,E02000810,Southwark 004,Jamaica Road  Abbey Street,POINT (-0.069318 51.49857)
490003034W,E02000810,Southwark 004,Jamaica Road  Abbey Street,POINT (-0.070801 51.49893)
490006091E,E02000810,Southwark 004,Dockhead,POINT (-0.071571 51.4998)
490006202B,E02000810,Southwark 004,Drummond Road,POINT (-0.061733 51.49839)
490006202E,E02000810,Southwark 004,Drummond Road,POINT (-0.062548 51.49853)
490012729D,E02000810,Southwark 004,Bermondsey,POINT (-0.06552 51.49809)
490012729W,E02000810,Southwark 004,St James's Road,POINT (-0.067643 51.49798)
490017367E,E02000810,Southwark 004,Old Jamaicia Road,POINT (-0.071663 51.49831)
490017367W,E02000810,Southwark 004,Old Jamaicia Road,POINT (-0.071856 51.49818)
490018248E,E02000810,Southwark 004,Maltby Street,POINT (-0.074515 51.49798)
490018248W,E02000810,Southwark 004,Maltby Street,POINT (-0.075026 51.49782)
490003275E,E02000810,Southwark 004,Alscot Road,POINT (-0.074365 51.49368)
490003275W,E02000810,Southwark 004,Alscot Road,POINT (-0.07444 51.49362)
490006792E,E02000810,Southwark 004,Fendall Street,POINT (-0.078243 51.49568)
490012367E,E02000810,Southwark 004,Spa Road,POINT (-0.07619 51.49482)
490000011D,E02000967,Westminster 008,Baker Street Station,POINT (-0.156284 51.52242)
490000011E,E02000967,Westminster 008,Baker Street Station,POINT (-0.156263 51.52222)
490015040W,E02000967,Westminster 008,Old Marylebone Town Hall,POINT (-0.158881 51.52202)
490015040Z,E02000967,Westminster 008,Gloucester Place,POINT (-0.158715 51.52184)
490000011B,E02000967,Westminster 008,Baker Street Station,POINT (-0.157691 51.52257)
490000011ZZ,E02000967,Westminster 008,Baker Street Station,POINT (-0.157939 51.52285)
490010797E,E02000967,Westminster 008,Park Road  London Business School,POINT (-0.162081 51.5256)
490010797W,E02000967,Westminster 008,Rossmore Road  London Business School,POINT (-0.162463 51.5254)
490011124F,E02000967,Westminster 008,York Street,POINT (-0.156932 51.52066)
490011717W,E02000967,Westminster 008,Rossmore Road  Lisson Grove,POINT (-0.166599 51.52437)
490015021G,E02000967,Westminster 008,Dorset Street,POINT (-0.156959 51.52105)
490000145L,E02000967,Westminster 008,Marylebone Station,POINT (-0.162699 51.52241)
490000145LA,E02000967,Westminster 008,Marylebone Station,POINT (-0.162761 51.52229)
490000011A,E02000967,Westminster 008,Baker Street Station,POINT (-0.158114 51.52351)
490003269N,E02000967,Westminster 008,Alpha Close,POINT (-0.164154 51.52709)
490003269S,E02000967,Westminster 008,Alpha Close,POINT (-0.164669 51.52756)
490011716S,E02000967,Westminster 008,London Business School,POINT (-0.162017 51.5261)
490003497W,E02000967,Westminster 008,Avenue Road St John's Wood,POINT (-0.162964 51.53517)
490006302W,E02000967,Westminster 008,Eamont Street,POINT (-0.16548 51.53356)
490011190L,E02000967,Westminster 008,Prince Albert Rd  Lord's Cricket Ground,POINT (-0.166959 51.53121)
490011190M,E02000967,Westminster 008,Prince Albert Rd  Lord's Cricket Ground,POINT (-0.167066 51.53141)
490000011S1,E02000967,Westminster 008,Baker Street Station,POINT (-0.158031 51.52342)
490000039A,E02000747,Newham 034,Canning Town,POINT (0.008177 51.51455)
490000039F,E02000747,Newham 034,Canning Town,POINT (0.008477 51.5145)
490008202W,E02000747,Newham 034,Star Primary School,POINT (0.007865 51.52025)
490009587N,E02000747,Newham 034,Star Lane Station,POINT (0.004307 51.52192)
490012598E,E02000747,Newham 034,Star Lane Station  Star Primary School,POINT (0.006155 51.5207)
490018854E,E02000747,Newham 034,Exning Road,POINT (0.009521 51.51987)
490000039B,E02000747,Newham 034,Canning Town,POINT (0.008973 51.51365)
490000039E,E02000747,Newham 034,Canning Town,POINT (0.008657 51.51431)
490004322E,E02000747,Newham 034,Bridgeland Road,POINT (0.021864 51.50987)
490004322W,E02000747,Newham 034,Bridgeland Road,POINT (0.021309 51.50971)
490004525N,E02000747,Newham 034,Brunel Street,POINT (0.010719 51.51206)
490008589W,E02000747,Newham 034,Jude Street,POINT (0.012502 51.51163)
490008709S,E02000747,Newham 034,Keir Hardie Recreation Ground,POINT (0.014569 51.51242)
490010121E,E02000747,Newham 034,The Appleby Centre,POINT (0.018154 51.51105)
490010121N,E02000747,Newham 034,Munday Road  Royal Victoria DLR,POINT (0.018272 51.51044)
490011386W,E02000747,Newham 034,Hallsville Primary School,POINT (0.017005 51.51211)
490011647E,E02000747,Newham 034,Rogers Road,POINT (0.015316 51.51369)
490013157E,E02000747,Newham 034,Tarling Road,POINT (0.014577 51.51131)
490015080C,E02000747,Newham 034,Custom House Station,POINT (0.025063 51.50988)
490015080D,E02000747,Newham 034,Custom House Station,POINT (0.025169 51.50998)
9400ZZDLCGT1,E02000747,Newham 034,Canning Town DLR Station,POINT (0.007856 51.51446)
9400ZZDLCGT3,E02000747,Newham 034,Canning Town DLR Station,POINT (0.007564 51.51438)
9400ZZDLRVC1,E02000747,Newham 034,Royal Victoria DLR Station,POINT (0.018205 51.50892)
9400ZZDLRVC2,E02000747,Newham 034,Royal Victoria DLR Station,POINT (0.018471 51.50907)
9400ZZDLSTL1,E02000747,Newham 034,Star Lane DLR Station,POINT (0.004228 51.52078)
490000039G,E02000747,Newham 034,Canning Town,POINT (0.008273 51.51443)
490000039H,E02000747,Newham 034,Stephenson Street,POINT (0.005639 51.51517)
490009092F,E02000747,Newham 034,Leslie Road  Custom House Station,POINT (0.025575 51.51101)
490001079ZZ,E02000747,Newham 034,Custom House Station,POINT (0.025474 51.51003)
490000039C,E02000747,Newham 034,Canning Town,POINT (0.008904 51.51404)
490000039D,E02000747,Newham 034,Canning Town,POINT (0.008509 51.51424)
490005019N,E02000747,Newham 034,Charrington Steps  City Hall,POINT (0.013364 51.50895)
490005019S,E02000747,Newham 034,Charrington Steps  City Hall,POINT (0.013225 51.50939)
490007165S,E02000747,Newham 034,George Street (E16),POINT (0.011576 51.51122)
490000345Z,E02000747,Newham 034,Hallsville Road,POINT (0.011065 51.513027)
490016352N,E02000747,Newham 034,Prologis Park Bromley-by-Bow,POINT (-0.005368 51.5232)
490016353W,E02000747,Newham 034,Twelvetrees Crescent,POINT (-0.005292 51.52096)
490016355S,E02000747,Newham 034,Star Lane Station,POINT (0.004672 51.52007)
9400ZZALRDK1,E02000747,Newham 034,IFS Cloud Royal Docks,POINT (0.017647 51.50773)
490009916N,E02000434,Harrow 002,Mill Ridge,POINT (-0.283372 51.61416)
490013444N,E02000434,Harrow 002,Park Grove,POINT (-0.287105 51.6167)
490014573T,E02000434,Harrow 002,Whitchurch Lane,POINT (-0.280241 51.61142)
490000041A,E02000434,Harrow 002,Canons Park,POINT (-0.294352 51.60754)
490000041B,E02000434,Harrow 002,Canons Park,POINT (-0.295383 51.60739)
490004556E,E02000434,Harrow 002,Buckingham Road (HA8),POINT (-0.282432 51.60963)
490009698W,E02000434,Harrow 002,Marsh Lane,POINT (-0.300083 51.60724)
490009998W,E02000434,Harrow 002,Montgomery Road,POINT (-0.28331 51.60931)
490012758E,E02000434,Harrow 002,St Lawrence Church,POINT (-0.288643 51.60804)
490012758W,E02000434,Harrow 002,St Lawrence Church,POINT (-0.287448 51.60834)
490014574E,E02000434,Harrow 002,Marsh Lane,POINT (-0.300036 51.60732)
490013394S,E02000434,Harrow 002,Wemborough Road,POINT (-0.300085 51.6064)
490004763S,E02000434,Harrow 002,Canons Park Open Space,POINT (-0.304364 51.6121)
490000037S,E02000813,Southwark 007,Canada Water Bus Station,POINT (-0.049995 51.49795)
490000229O,E02000813,Southwark 007,Surrey Quays Station,POINT (-0.048101 51.49271)
490004655N,E02000813,Southwark 007,Bush Road (SE8),POINT (-0.045175 51.49107)
490004733B,E02000813,Southwark 007,Canada Water Bus Station,POINT (-0.049701 51.4981)
490010176N,E02000813,Southwark 007,Neptune St  St Olaves Estate,POINT (-0.054078 51.49748)
490010176S,E02000813,Southwark 007,Neptune St  St Olaves Estate,POINT (-0.054274 51.49797)
490012349C,E02000813,Southwark 007,Southwark Park,POINT (-0.057264 51.4988)
490012349F,E02000813,Southwark 007,Southwark Park,POINT (-0.057122 51.49907)
490013040F,E02000813,Southwark 007,Surrey Quays Leisure Park,POINT (-0.045545 51.49521)
490013041T,E02000813,Southwark 007,Surrey Quays Road,POINT (-0.053216 51.49708)
490013042J,E02000813,Southwark 007,Surrey Quays Shopping Centre,POINT (-0.046259 51.49402)
490015602N,E02000813,Southwark 007,Canada Street,POINT (-0.045905 51.49757)
490000195V,E02000813,Southwark 007,Rotherhithe Station,POINT (-0.052644 51.50037)
490000195W,E02000813,Southwark 007,Rotherhithe Station,POINT (-0.052014 51.50062)
490004733C,E02000813,Southwark 007,Canada Water Bus Station,POINT (-0.049844 51.49777)
490011722Q,E02000813,Southwark 007,Warndon Street,POINT (-0.049079 51.49106)
490011723E,E02000813,Southwark 007,Hothfield Place,POINT (-0.050452 51.49501)
490011723P,E02000813,Southwark 007,Hothfield Place,POINT (-0.05159 51.49536)
490011724N,E02000813,Southwark 007,Rotherhithe Tunnel,POINT (-0.054478 51.4996)
490011724W,E02000813,Southwark 007,Rotherhithe Tunnel,POINT (-0.054425 51.49949)
490013042K,E02000813,Southwark 007,Surrey Quays Shopping Centre,POINT (-0.045856 51.494)
490004733D,E02000813,Southwark 007,Canada Water Bus Station,POINT (-0.049944 51.49815)
490008847G,E02000813,Southwark 007,Kirby Estate,POINT (-0.060439 51.49798)
490008847N,E02000813,Southwark 007,Kirby Estate,POINT (-0.060368 51.49729)
490013042H,E02000813,Southwark 007,Surrey Quays Shopping Centre,POINT (-0.046607 51.49395)
490019060S,E02000813,Southwark 007,Gataker Street,POINT (-0.060093 51.4963)
490000038J,E02006854,Tower Hamlets 033,Canada Square South  Canary Wharf Station,POINT (-0.019038 51.50449)
490002083A,E02006854,Tower Hamlets 033,Westferry,POINT (-0.02669 51.50881)
490003602N,E02006854,Tower Hamlets 033,Barkantine Clinic  Hutchings St,POINT (-0.02599 51.49835)
490003602S,E02006854,Tower Hamlets 033,Barkantine Clinic  Hutchings St,POINT (-0.025909 51.49888)
490005323N,E02006854,Tower Hamlets 033,Marsh Wall  Heron Quay,POINT (-0.02599 51.50235)
490005323S,E02006854,Tower Hamlets 033,Marsh Wall  Heron Quay,POINT (-0.025628 51.50304)
490009545N,E02006854,Tower Hamlets 033,Byng Street,POINT (-0.02612 51.50067)
490009545S,E02006854,Tower Hamlets 033,Manilla Street,POINT (-0.025927 51.50147)
490014457B,E02006854,Tower Hamlets 033,Westferry Circus  Canary Wharf Pier,POINT (-0.026823 51.50541)
490014483C,E02006854,Tower Hamlets 033,West India Avenue,POINT (-0.024566 51.50561)
490014483E,E02006854,Tower Hamlets 033,Columbus Courtyard,POINT (-0.025178 51.50545)
490016668K,E02006854,Tower Hamlets 033,Canary Wharf Station,POINT (-0.017741 51.50285)
490016668L,E02006854,Tower Hamlets 033,Canary Wharf Station,POINT (-0.019817 51.5028)
9400ZZDLCAN1,E02006854,Tower Hamlets 033,Canary Wharf DLR Station,POINT (-0.020935 51.50493)
9400ZZDLCAN2,E02006854,Tower Hamlets 033,Canary Wharf DLR Station,POINT (-0.0209 51.50474)
9400ZZDLHEQ1,E02006854,Tower Hamlets 033,Heron Quays DLR Station,POINT (-0.021453 51.50329)
9400ZZDLHEQ2,E02006854,Tower Hamlets 033,Heron Quays DLR Station,POINT (-0.021559 51.50318)
9400ZZDLPOP3,E02006854,Tower Hamlets 033,Poplar DLR Station,POINT (-0.017765 51.5076)
9400ZZDLWIQ1,E02006854,Tower Hamlets 033,West India Quay DLR Station,POINT (-0.020298 51.507)
9400ZZDLWIQ2,E02006854,Tower Hamlets 033,West India Quay DLR Station,POINT (-0.0204 51.50698)
490016707H,E02006854,Tower Hamlets 033,Canada Square North,POINT (-0.01757 51.50511)
490002074E,E02006854,Tower Hamlets 033,Admirals Way,POINT (-0.019711 51.5006)
490008097E,E02006854,Tower Hamlets 033,Heron Quays,POINT (-0.025155 51.503)
490008097N,E02006854,Tower Hamlets 033,Heron Quays,POINT (-0.024678 51.50235)
490013428E,E02006854,Tower Hamlets 033,Mastmakers Road,POINT (-0.022036 51.50116)
490013428W,E02006854,Tower Hamlets 033,Mastmakers Road,POINT (-0.022287 51.50101)
490014483D,E02006854,Tower Hamlets 033,West India Avenue,POINT (-0.02525 51.50546)
490004607S,E02000110,Brent 018,Burnley Road,POINT (-0.243638 51.55351)
490000061A,E02000110,Brent 018,Dollis Hill Station,POINT (-0.238314 51.5528)
490000061B,E02000110,Brent 018,Dollis Hill Station,POINT (-0.23917 51.55266)
490003054E,E02000110,Brent 018,Aberdeen Road Dollis Hill,POINT (-0.241837 51.55308)
490003054W,E02000110,Brent 018,Aberdeen Road Dollis Hill,POINT (-0.242501 51.55306)
490007150N,E02000110,Brent 018,Geary Road,POINT (-0.237646 51.55514)
490007150S,E02000110,Brent 018,Geary Road,POINT (-0.237408 51.55458)
490008620E,E02000110,Brent 018,Cullingworth Road,POINT (-0.233175 51.55551)
490008620W,E02000110,Brent 018,Cullingworth Road,POINT (-0.234455 51.55524)
490001330N,E02000175,Camden 010,West Hampstead Thameslink Rail Station,POINT (-0.191117 51.54845)
490006041D,E02000175,Camden 010,Dennington Park Road,POINT (-0.191452 51.54982)
490006041F,E02000175,Camden 010,Dennington Park Road,POINT (-0.1916 51.54973)
490014431N,E02000175,Camden 010,West HampsteadWest End Green,POINT (-0.191923 51.5514)
490014431S,E02000175,Camden 010,West HampsteadWest End Green,POINT (-0.191776 51.55147)
490001109FD,E02000175,Camden 010,Finchley Road & Frognal Station,POINT (-0.183264 51.55043)
490003282S,E02000175,Camden 010,Alvanley Gardens,POINT (-0.187504 51.55262)
490007045FH,E02000175,Camden 010,O2 Centre,POINT (-0.180492 51.54795)
490007045FL,E02000175,Camden 010,Finchley Road  O2 Centre,POINT (-0.180667 51.54791)
490008947N,E02000175,Camden 010,Langland Gardens (NW3),POINT (-0.185009 51.55151)
490014433N,E02000175,Camden 010,West End Lane Frognal,POINT (-0.187207 51.55247)
490000263E,E02000175,Camden 010,Broadhurst Gardens,POINT (-0.19033 51.54647)
490003186W,E02000175,Camden 010,Mill Lane West Hampstead,POINT (-0.194626 51.55199)
490012218W,E02000175,Camden 010,Solent Road,POINT (-0.196893 51.55192)
490010471Z,E02000175,Camden 010,02 Centre  Sainsbury's,POINT (-0.183844 51.54818)
490010471ZZ,E02000175,Camden 010,02 Centre  Sainsbury's,POINT (-0.183322 51.54824)
490011854C,E02000175,Camden 010,O2 Centre  Homebase,POINT (-0.186303 51.54799)
490005226E,E02000115,Brent 023,Christchurch (NW6),POINT (-0.209432 51.54373)
490005226W,E02000115,Brent 023,Christchurch (NW6),POINT (-0.211985 51.54444)
4.90E+09,E02000115,Brent 023,Deerhurst Road (NW2),POINT (-0.214158 51.54532)
4.90E+10,E02000115,Brent 023,Deerhurst Road (NW2),POINT (-0.214445 51.54533)
490012148E,E02000115,Brent 023,Sidmouth Road,POINT (-0.220499 51.54692)
490012148W,E02000115,Brent 023,Sidmouth Road,POINT (-0.218622 51.54658)
490014991E,E02000115,Brent 023,Yates Court,POINT (-0.216629 51.54628)
490009016E,E02000115,Brent 023,Manor House Drive (NW6),POINT (-0.214983 51.54412)
490009935E,E02000115,Brent 023,Milverton Road,POINT (-0.219533 51.54543)
490000126A,E02000115,Brent 023,Kilburn Station,POINT (-0.203485 51.54642)
490001038N,E02000115,Brent 023,Brondesbury Station,POINT (-0.202086 51.54532)
490008768N,E02000115,Brent 023,St. Cuthbert's Road,POINT (-0.205882 51.54891)
490009909N,E02000115,Brent 023,Mill Lane Kilburn,POINT (-0.207907 51.5506)
490000128A,E02000095,Brent 003,Kingsbury,POINT (-0.279769 51.58493)
490000128B,E02000095,Brent 003,Kingsbury,POINT (-0.279353 51.58484)
490005271W,E02000095,Brent 003,Pipers Green,POINT (-0.263039 51.58303)
490005425L,E02000095,Brent 003,Clifton Road  Kenton,POINT (-0.289245 51.5859)
490011176W,E02000095,Brent 003,Preston Hill,POINT (-0.285738 51.58549)
490011635E,E02000095,Brent 003,Roe Green,POINT (-0.265065 51.58404)
490011635W,E02000095,Brent 003,Slough Lane  Roe Green,POINT (-0.267057 51.58441)
490012128W,E02000095,Brent 003,Shrewsbury Avenue,POINT (-0.294045 51.58646)
490013441E,E02000095,Brent 003,Roe Green Park,POINT (-0.269057 51.58497)
490013997L,E02000095,Brent 003,Valley Drive,POINT (-0.274213 51.58603)
490013997M,E02000095,Brent 003,Valley Drive,POINT (-0.274707 51.58593)
490009791D,E02000095,Brent 003,Melbury Road,POINT (-0.284939 51.58487)
490009792J,E02000095,Brent 003,Melcombe Gardens,POINT (-0.288359 51.5822)
490009792K,E02000095,Brent 003,Melcombe Gardens,POINT (-0.287968 51.5826)
490011636N,E02000095,Brent 003,Highfield Avenue Kingsbury,POINT (-0.265736 51.58499)
490008760F,E02000095,Brent 003,Kingsbury Circle The Mall,POINT (-0.282591 51.58435)
490011207S,E02000095,Brent 003,Princes Avenue (NW9),POINT (-0.283112 51.58814)
490013367N1,E02000095,Brent 003,The Garth,POINT (-0.286138 51.58098)
490013367N2,E02000095,Brent 003,The Garth,POINT (-0.286467 51.58069)
490015365D,E02000095,Brent 003,Kingsbury Circle,POINT (-0.28238 51.58611)
490015769H,E02000095,Brent 003,Lyndsey Park,POINT (-0.285356 51.58221)
490002137Z,E02000095,Brent 003,Winchester Avenue  Kingsbury,POINT (-0.279081 51.58938)
